archivo,categoria,std_rgb,media_rgb,std_normal,media_azul,media_rojo,media_verde,cociente_rg,desviacion_norma,std_rough,media_rough,std_metallic,media_metallic,phash,ERROR
concrete_0030.png,concrete,4.2958,79.3781,53.3258,240.2555,127.4113,127.469,0.9995,0.1143,3.9313,180.1734,,,a7cc8ce48b63f423,
concrete_0031.png,concrete,16.604,119.3532,58.2095,249.5332,126.2971,126.3055,0.9999,0.0415,5.494,216.2173,,,8b953a5a93c7744c,
concrete_0032.png,concrete,2.0308,116.311,61.64,249.9961,118.4467,125.6754,0.9425,0.0221,14.2259,245.9245,,,9a7a3ba5d18784ac,
concrete_0033.png,concrete,2.6687,107.8542,56.8426,247.6517,127.5015,127.7102,0.9984,0.0558,2.2204,120.1332,,,a2918bb4e79a9c99,
concrete_0034.png,concrete,13.2896,82.0069,58.0911,249.9985,127.4319,127.5002,0.9995,0.0358,15.569,174.7202,,,c0e8d7d53d07610f,
concrete_0035.png,concrete,12.2914,138.5258,59.6345,252.9661,127.3921,127.8295,0.9966,0.01,0.8425,204.1698,,,e49e26e3ac46da23,
concrete_0036.png,concrete,16.143,140.9716,51.4703,233.4207,127.1845,127.5391,0.9972,0.1539,2.4804,186.9515,,,e11f30ae3097eca9,
concrete_0037.png,concrete,25.747,163.8535,58.809,219.6892,128.2502,127.5826,1.0052,0.1003,7.6384,144.1419,,,eeef743a022254d3,
concrete_0038.png,concrete,7.5442,104.9456,55.5282,243.6776,127.3535,127.4238,0.9994,0.0813,12.811,164.084,,,9dd07a006af7117b,
concrete_0039.png,concrete,21.0308,97.842,59.9626,251.4515,126.9354,126.4392,1.0039,0.0155,35.9973,106.8364,,,ba6b1b9297343c0d,
concrete_0040.png,concrete,14.8522,147.1959,54.2407,238.7751,127.7275,127.581,1.0011,0.1078,16.1796,155.073,,,9fc7bf8925314360,
concrete_0041.png,concrete,38.5746,99.6481,58.8893,251.3719,127.6096,127.388,1.0017,0.0236,5.1362,213.03,,,bce00844b5bf9795,
concrete_0042.png,concrete,14.9398,74.1088,54.0768,242.0524,127.685,127.2202,1.0037,0.1013,12.0445,197.4823,,,ea701c5bbc45279c,
concrete_0043.png,concrete,31.1832,156.9588,58.7695,250.3977,127.3439,127.3037,1.0003,0.029,18.2698,141.2732,,,ba251a25b8dee463,
concrete_0044.png,concrete,19.5356,102.7717,58.1652,248.1084,126.8954,126.9277,0.9997,0.0432,8.3798,177.8857,,,fffe00a010fbb1a1,
concrete_0045.png,concrete,12.6462,98.566,60.0606,253.9495,127.9921,127.0126,1.0077,0.0034,8.3318,71.9124,,,b277f8ff6f00a008,
concrete_0046.png,concrete,7.0198,139.2908,59.1758,252.8065,127.4966,127.4962,1.0,0.0164,34.1094,150.7087,,,88b5b4c172b704df,
concrete_0047.png,concrete,4.7081,64.4598,54.4923,242.4535,127.4512,127.4586,0.9999,0.0955,5.9222,144.4733,,,a978431c31959d77,
concrete_0048.png,concrete,8.1828,111.4374,60.0641,253.2323,126.4679,126.7558,0.9977,0.0102,20.2828,114.8716,,,98838bfd2d1dc1f0,
concrete_0049.png,concrete,33.4699,128.0712,51.4416,232.2909,130.2274,127.3884,1.0223,0.1518,14.1972,132.1728,,,9dcb5b32644a4d96,
concrete_0050.png,concrete,24.3845,88.056,59.4326,252.8232,127.9856,128.4819,0.9961,0.0098,47.4618,65.8728,,,9e858f42c9357674,
concrete_0051.png,concrete,5.0353,171.1821,52.3752,237.574,128.2394,126.7697,1.0116,0.1324,4.2496,128.2531,,,d4998d5b1d64c25d,
concrete_0052.png,concrete,16.2434,106.6148,59.3266,253.7507,128.0101,128.0098,1.0,0.0092,6.9734,135.8796,,,8af8449567e04ef3,
concrete_0053.png,concrete,13.0893,126.2354,59.5931,253.751,127.7508,127.096,1.0052,0.0094,4.6597,197.6107,,,ce30ed65881de953,
concrete_0054.png,concrete,21.0635,133.4229,58.3998,249.7539,127.4579,127.5878,0.999,0.0329,9.5557,142.6293,,,dc7098310f1f7ec4,
concrete_0055.png,concrete,12.5524,122.6648,59.2638,252.1498,127.4872,127.3455,1.0011,0.0173,4.3792,185.9776,,,fd284dfca1f2284c,
concrete_0056.png,concrete,8.6367,158.5138,58.0882,244.7132,127.4466,127.2439,1.0016,0.0504,18.4604,141.0537,,,8b44390d9fb65e91,
concrete_0057.png,concrete,8.4398,79.7039,56.8161,246.8017,127.9032,126.8867,1.008,0.0589,0.6549,196.7111,,,fc921ad86fa92a34,
concrete_0058.png,concrete,17.0147,204.9976,59.9807,254.4696,127.7388,127.5747,1.0013,0.002,11.9828,177.7972,,,e25e1e46be20eee0,
concrete_0059.png,concrete,26.8198,127.0381,61.2266,217.0397,126.2741,126.323,0.9996,0.0821,33.2402,137.0195,,,fe8f9532087903ea,
concrete_0060.png,concrete,28.2346,132.5352,57.4469,248.9728,127.4597,127.2324,1.0018,0.0465,12.1383,157.1477,,,f3d59053885a8cfc,
concrete_0061.png,concrete,8.1208,82.2114,60.3398,255.0,127.0,127.0,1.0,0.0,0.0,17.0,,,8ba8bc23922a5f9d,
concrete_0062.png,concrete,8.0061,145.4159,43.2782,214.1683,127.832,127.4147,1.0033,0.2959,1.919,195.5623,,,f086e953a4e62daa,
concrete_0063.png,concrete,20.3596,80.5769,53.9054,241.7294,127.7428,127.1616,1.0046,0.1039,14.0049,196.0935,,,cd5fd8dd0d2e100d,
concrete_0064.png,concrete,7.9244,107.479,57.6166,248.1646,127.4867,126.9315,1.0044,0.0516,6.4313,187.5619,,,c0d5e94c7e1d05e6,
concrete_0065.png,concrete,19.1387,137.2135,57.696,239.5741,127.2182,127.7657,0.9957,0.0671,29.1816,143.7789,,,9127d1e1e3e70a93,
concrete_0066.png,concrete,14.3306,138.5083,56.6306,247.3142,127.4401,127.4904,0.9996,0.0591,23.4622,223.6628,,,e1d1a384d4b4f353,
concrete_0067.png,concrete,14.0837,183.3429,30.8786,188.7114,127.6819,127.4421,1.0019,0.5126,16.4816,155.1674,,,a4dee80ac726457d,
concrete_0068.png,concrete,22.4069,72.2823,52.7056,236.0061,127.2993,127.072,1.0018,0.1435,18.2974,170.0728,,,e924e84609db378f,
concrete_0069.png,concrete,5.1388,69.1328,57.1079,248.5878,127.0268,127.9457,0.9928,0.0501,4.9218,158.8462,,,e6a8af8094c3ad57,
concrete_0070.png,concrete,13.5613,153.6841,54.4439,242.5955,127.5053,127.5105,1.0,0.0956,2.331,156.1456,,,b74ab54ab5106db1,
concrete_0071.png,concrete,7.4714,82.0552,58.9449,252.2111,127.4217,127.5712,0.9988,0.0203,12.1521,174.6795,,,d44fcb90713931f1,
concrete_0072.png,concrete,7.9744,74.0671,56.5789,247.2466,127.7305,127.3787,1.0028,0.0593,12.5905,174.9361,,,f84ee79868e19626,
concrete_0073.png,concrete,10.3045,147.2999,58.338,249.6943,127.7337,127.5756,1.0012,0.0355,14.1105,136.3237,,,b491824eaa6969ef,
concrete_0074.png,concrete,30.0979,95.7118,49.5401,230.1859,127.1454,126.7503,1.0031,0.1904,6.9594,149.6191,,,db2fda57148c212b,
concrete_0075.png,concrete,7.5035,100.4187,57.4521,248.9722,127.2847,127.5835,0.9977,0.0459,7.9751,183.9238,,,a81b53d053e57457,
concrete_0076.png,concrete,5.389,74.9935,56.1184,246.1934,127.4497,127.5011,0.9996,0.0675,4.4971,173.3208,,,a548dde4df81b02b,
concrete_0077.png,concrete,8.8529,92.1364,59.1269,252.6585,127.3156,127.6418,0.9974,0.0172,12.0132,177.1728,,,b13934c7cf402b73,
concrete_0078.png,concrete,19.3978,80.9841,58.8634,250.0315,127.5619,127.4292,1.001,0.0281,18.5786,183.1104,,,d7d4e23aa568684e,
concrete_0079.png,concrete,27.37,178.7505,58.7691,249.0109,127.6198,127.4878,1.001,0.0305,11.5134,131.1432,,,fc2afe62e00c3c2b,
concrete_0080.png,concrete,7.0012,48.4392,54.4924,242.4535,127.4509,127.4585,0.9999,0.0955,10.878,116.9285,,,e970431c37959d66,
concrete_0081.png,concrete,15.3353,114.1042,58.9422,252.6799,126.8477,130.0925,0.9751,0.0154,57.8595,137.9043,,,a2f29bde24e90563,
concrete_0082.png,concrete,16.1912,179.0346,54.7896,241.0214,127.3085,127.7813,0.9963,0.0999,14.2749,138.6847,,,fa144ce7a1c3cc33,
concrete_0083.png,concrete,18.4141,127.4094,50.171,240.3245,136.746,137.4192,0.9951,0.094,2.0379,242.7113,,,eadac11eea2a4a5c,
concrete_0084.png,concrete,56.3408,107.9797,54.1719,242.1981,127.262,127.633,0.9971,0.0997,3.5302,176.204,,,8f4e9176bcbd8610,
concrete_0085.png,concrete,23.1891,144.2127,59.3755,240.2264,127.5341,127.4854,1.0004,0.0491,8.7549,153.2248,,,89cb4a3abd07a0de,
concrete_0086.png,concrete,8.359,106.6623,56.8349,247.4417,127.4487,127.5265,0.9994,0.0564,10.7445,196.7362,,,e6395521e5969c36,
concrete_0087.png,concrete,1.9354,116.5596,59.1136,249.793,121.98,134.6208,0.9061,0.0205,7.5374,246.0935,,,cd2d3d6c2d24b626,
concrete_0088.png,concrete,8.3595,125.7998,55.3579,244.5601,127.4825,127.4295,1.0004,0.0804,8.9498,246.8245,,,b327e8d62713348b,
concrete_0089.png,concrete,16.3893,103.8535,58.6218,250.2652,126.7369,128.7916,0.984,0.0291,36.0703,99.5851,,,97b1b0671fd10c9c,
concrete_0090.png,concrete,10.5228,76.6325,57.0111,246.1926,127.554,127.3948,1.0012,0.0584,10.0504,186.907,,,f1cc6b35c1a26a2e,
concrete_0091.png,concrete,4.2758,71.7583,58.1194,250.3185,127.4681,127.5128,0.9996,0.0344,5.3418,169.1093,,,cca3ec65d91c6b05,
concrete_0092.png,concrete,10.761,95.7148,57.2969,247.4521,127.5558,127.4025,1.0012,0.0513,5.144,183.1121,,,9935784abc1ec4b3,
concrete_0093.png,concrete,6.6288,65.052,55.4182,244.4949,127.5858,127.3503,1.0018,0.08,11.3838,206.8247,,,d6c624cd43ab507d,
concrete_0094.png,concrete,23.6611,88.182,52.9638,237.065,127.0,127.0672,0.9995,0.1368,13.8861,172.8166,,,c2462a78159dabbb,
concrete_0095.png,concrete,26.5246,175.8601,47.9713,204.1282,126.7099,128.0982,0.9892,0.2726,11.4801,190.3668,,,92cc6a3a2d9db1e2,
concrete_0096.png,concrete,13.3672,107.6765,55.4245,243.9995,127.5341,127.5042,1.0002,0.0809,0.0,128.0,,,b95a97b0d63c089b,
concrete_0097.png,concrete,19.9769,181.9389,52.9255,227.3921,126.9707,127.6983,0.9943,0.1543,10.9934,135.6924,,,da1d96d25517863a,
concrete_0098.png,concrete,6.0386,80.5343,58.6628,251.8115,127.2217,127.726,0.9961,0.0245,12.2906,177.1781,,,c09e57671532e569,
concrete_0099.png,concrete,4.3839,67.6595,55.6629,245.0999,127.578,127.3682,1.0016,0.0756,11.061,206.7007,,,d32d2273949e338b,
concrete_0100.png,concrete,15.2344,63.5168,59.311,252.3741,127.503,127.4944,1.0001,0.0158,0.8038,213.029,,,eb6aa849c05fc45b,
concrete_0101.png,concrete,11.0497,127.3439,58.3987,250.6434,127.01,127.002,1.0001,0.0329,6.1645,153.178,,,e89917ecec3680c7,
concrete_0102.png,concrete,7.4505,118.9706,57.7833,250.8078,129.9598,129.4759,1.0037,0.0285,7.3907,169.0201,,,852eff8844fd40ce,
concrete_0103.png,concrete,4.5969,42.2756,55.8418,245.818,127.1653,127.7743,0.9952,0.0715,6.4773,111.836,,,c5596e343dc8c1c7,
concrete_0104.png,concrete,8.3577,119.4549,60.1903,251.3526,128.5751,123.743,1.039,0.0172,8.8118,168.2115,,,e65cf03461437ab9,
concrete_0105.png,concrete,13.9268,92.0677,56.7098,245.2406,126.0103,126.3566,0.9973,0.0708,2.6997,219.032,,,aa3ca9b8bf0026bb,
concrete_0106.png,concrete,7.9508,79.9493,58.8438,252.0009,127.3515,127.6153,0.9979,0.0221,13.413,176.5457,,,c0f857631537606f,
concrete_0107.png,concrete,15.7215,86.2388,58.4441,250.558,127.3977,127.5463,0.9988,0.0304,15.7376,172.6624,,,9579744687fc0387,
concrete_0108.png,concrete,10.2645,118.8873,55.2942,244.1353,127.0817,127.5636,0.9962,0.0831,2.7758,176.0241,,,80fc379eb0b18d6c,
concrete_0109.png,concrete,4.1169,121.0691,55.275,238.0638,127.4671,127.3645,1.0008,0.0994,11.0828,123.1182,,,a7bc794740464db9,
concrete_0110.png,concrete,13.3898,119.4667,55.5981,222.1554,127.4595,126.7044,1.006,0.1366,12.8675,174.9519,,,f38d91c5c9134be1,
concrete_0111.png,concrete,8.6203,115.7301,56.4212,246.8953,127.5452,127.4458,1.0008,0.0624,23.4383,228.3267,,,ba971d0b02432f6f,
concrete_0112.png,concrete,6.391,131.0173,56.8461,247.8322,127.5114,127.4897,1.0002,0.0552,17.433,229.3621,,,ac87943b0ec1676d,
concrete_0113.png,concrete,6.5463,103.4764,58.2803,250.5451,127.4163,127.5874,0.9987,0.0329,9.0138,132.2355,,,9c11f1749b8d2f98,
concrete_0114.png,concrete,6.7116,113.8784,55.9186,243.9623,127.5999,127.322,1.0022,0.078,11.0761,125.7034,,,a78c372a1cbbd90a,
concrete_0115.png,concrete,10.9267,152.1872,58.5381,251.1833,127.7602,127.3752,1.003,0.0279,8.5724,150.8233,,,a1cb9c24336aec5b,
concrete_0116.png,concrete,19.3035,97.8603,59.18,251.5383,128.5549,126.6725,1.0149,0.0195,43.0362,84.713,,,93c0e04ea77c5ea6,
concrete_0117.png,concrete,16.3917,197.7229,60.9888,243.7623,127.3689,127.4923,0.999,0.0195,9.3944,134.9538,,,d47a0b7a727a1097,
concrete_0118.png,concrete,35.8044,99.9663,48.8608,228.4964,127.1642,126.8277,1.0027,0.2028,40.4457,203.6622,,,a767b1fa129e2341,
concrete_0119.png,concrete,11.8572,125.2612,58.5819,249.8904,127.4947,127.4666,1.0002,0.0305,13.0706,147.6233,,,db1c3d6dac5a11e0,
concrete_0120.png,concrete,7.6756,74.7638,56.4052,246.9319,127.448,127.8406,0.9969,0.0616,12.9274,176.6512,,,a39512f3466f646a,
concrete_0121.png,concrete,7.0912,109.2535,59.8509,254.3421,128.4128,126.7056,1.0135,0.0045,13.051,119.6965,,,d8a18b0e51faa93d,
concrete_0122.png,concrete,4.3218,154.8195,49.3971,228.1067,127.7778,126.42,1.0107,0.1929,6.4819,184.3444,,,d058b768f86c936c,
concrete_0123.png,concrete,8.2173,107.8411,56.5586,246.8248,127.3906,127.5721,0.9986,0.0611,11.1155,199.201,,,8b97ef49cb354604,
concrete_0124.png,concrete,33.7087,140.4987,58.082,250.3863,127.5041,127.4919,1.0001,0.0347,3.1306,128.3857,,,db91662b3da4b2c1,
concrete_0125.png,concrete,20.337,108.9012,44.7023,217.2583,127.5018,127.5112,0.9999,0.2699,1.7866,204.7047,,,acd8258fe141de74,
concrete_0126.png,concrete,2.6384,107.5314,55.0087,242.5731,127.5306,127.5015,1.0002,0.0909,3.7245,120.9975,,,a3b18d3c26d99c99,
concrete_0127.png,concrete,26.5455,57.5141,47.5737,224.4664,127.5197,126.9612,1.0044,0.2248,11.4559,158.2686,,,d0b60e8bfeca4c25,
concrete_0128.png,concrete,20.6664,103.0339,59.6285,253.7256,127.4184,127.3941,1.0002,0.0091,4.9862,130.4283,,,e240d59edf36c429,
concrete_0129.png,concrete,4.7837,75.9963,54.2035,242.138,127.424,127.4788,0.9996,0.0995,4.1342,178.369,,,a5c89de4cfc1b02b,
concrete_0130.png,concrete,24.0289,97.8081,53.3499,238.2831,127.0961,127.0055,1.0007,0.1268,20.6509,187.2979,,,e6215365a59694be,
concrete_0131.png,concrete,8.1339,129.7684,57.6197,249.5057,127.5253,127.5017,1.0002,0.042,1.6243,237.927,,,a5323a15b3c28f6d,
concrete_0132.png,concrete,8.4713,101.0141,55.1646,253.0041,136.0657,136.0686,1.0,0.0107,3.3624,197.7207,,,f226ccd198ccece4,
concrete_0133.png,concrete,20.2704,146.2901,51.8305,229.0143,127.5148,128.0698,0.9957,0.1628,1.2029,166.4702,,,ee66ea67a260ba50,
concrete_0134.png,concrete,14.232,121.6028,59.059,251.6112,127.8108,127.9258,0.9991,0.0207,8.5952,145.4795,,,c0cdeb9ba056947c,
concrete_0135.png,concrete,31.1911,156.9453,58.8012,250.4493,127.3231,127.277,1.0004,0.0286,17.9118,141.4514,,,b12d072cb3d8ef48,
concrete_0136.png,concrete,58.5698,121.7174,47.3143,221.5579,126.9635,127.0468,0.9993,0.2378,13.817,145.5495,,,9d8f5b7050924f95,
concrete_0137.png,concrete,25.1832,151.3928,58.7151,251.6075,127.5906,127.5102,1.0006,0.0242,9.0117,222.0494,,,afde62012d85c477,
concrete_0138.png,concrete,1.6746,42.7591,57.9423,246.7653,127.8951,127.1651,1.0057,0.0461,7.2971,142.0813,,,ab4b6fd381a86741,
concrete_0139.png,concrete,12.8938,103.8158,59.07,252.9938,127.9928,127.9686,1.0002,0.0142,6.2724,212.9952,,,9413e2c65259d78f,
concrete_0140.png,concrete,11.6383,63.0208,54.1411,241.8214,127.6241,127.6284,1.0,0.1004,16.7475,158.9869,,,e0e9e0a0ecb9b8bc,
concrete_0141.png,concrete,7.211,160.8015,59.1466,252.7571,127.5421,127.4757,1.0005,0.0171,29.8035,132.8244,,,aec5b0f5919121d7,
concrete_0142.png,concrete,9.2135,179.121,48.663,230.2032,127.3948,127.6129,0.9983,0.1941,4.71,126.7194,,,aefbd93be6149004,
concrete_0143.png,concrete,8.2535,58.2822,54.8339,242.6329,127.5476,127.3397,1.0016,0.0915,11.4352,193.2088,,,b95bd36097c85f40,
concrete_0144.png,concrete,2.6247,243.6667,57.6274,249.1149,127.5059,127.4899,1.0001,0.0435,7.8041,218.0473,,,8000000000000000,
concrete_0145.png,concrete,6.2945,229.5132,59.9274,254.4772,127.8641,127.693,1.0013,0.002,27.6754,138.7619,,,93b48431ee4d33cb,
concrete_0146.png,concrete,40.6495,104.7054,52.787,235.6754,127.3222,127.0877,1.0018,0.1443,11.5022,146.3805,,,b325f2f891c74b05,
concrete_0147.png,concrete,26.4354,138.7446,57.2868,236.1925,127.4926,126.7241,1.0061,0.0821,10.694,229.9891,,,ce1c72e351af40b6,
concrete_0148.png,concrete,5.0474,230.3105,59.9246,254.4776,127.8564,127.693,1.0013,0.002,25.5094,136.8404,,,e84eadb1aa8e14b3,
concrete_0149.png,concrete,34.7401,74.3361,49.985,215.0831,127.4487,127.2922,1.0012,0.2355,18.9026,109.6726,,,c3d9fe0374645156,
concrete_0150.png,concrete,7.1444,118.4819,51.6147,236.4423,126.7549,127.74,0.9923,0.1447,1.73,176.2921,,,e9898a73f2adc542,
concrete_0151.png,concrete,11.4219,136.7512,53.6102,229.6742,127.7752,128.1658,0.997,0.1383,3.1392,178.4901,,,938db56e9f0af220,
concrete_0152.png,concrete,32.3381,130.3197,54.4121,218.4953,128.7558,126.5293,1.0176,0.1576,24.7151,123.2278,,,fe8f973a006341e6,
concrete_0153.png,concrete,8.2219,67.7778,58.7324,251.6932,127.435,127.5617,0.999,0.0241,17.3956,173.0595,,,ca68950e0ef8f18f,
concrete_0154.png,concrete,16.7412,84.6474,59.4585,252.1019,127.4438,127.4476,1.0,0.0173,13.222,134.8911,,,fa82ca38ad686c4f,
concrete_0155.png,concrete,3.8165,134.4868,55.3428,244.5397,127.5707,127.3566,1.0017,0.0806,4.3253,252.2756,,,ad42e234273e1f4d,
concrete_0156.png,concrete,8.9292,165.7958,21.3701,167.2659,128.9555,125.9898,1.0235,0.675,7.3223,112.269,,,97a16a98387a6cf2,
concrete_0157.png,concrete,8.5048,95.8769,57.6105,249.4595,127.1138,127.8498,0.9942,0.0425,13.7946,176.4376,,,9432aed71618e373,
concrete_0158.png,concrete,7.2648,98.2131,55.9455,245.5649,127.5086,127.5384,0.9998,0.0708,4.7322,178.4314,,,b8d0ea1ec1a3159f,
concrete_0159.png,concrete,13.1343,77.009,58.0249,249.8182,127.4856,127.5051,0.9998,0.0368,17.8311,180.4963,,,e468e84619d97a5e,
concrete_0160.png,concrete,19.4872,72.5399,60.5964,248.8461,119.7156,121.5201,0.9852,0.0437,21.6628,191.0952,,,e01ba5f88bb8ca87,
concrete_0161.png,concrete,11.7552,69.083,56.1656,244.5841,127.5641,127.3787,1.0015,0.072,11.2497,191.3589,,,f0ae477195522a4f,
concrete_0162.png,concrete,16.824,103.9665,58.7496,248.1746,128.6543,126.494,1.0171,0.0342,31.8734,100.4214,,,d24f4550865efdc2,
concrete_0163.png,concrete,13.4547,116.8809,60.8391,253.953,125.0441,124.813,1.0019,0.0076,10.6517,213.396,,,98f2b50e53046fb5,
concrete_0164.png,concrete,6.7652,67.139,58.6734,251.8743,127.3665,127.6422,0.9978,0.0241,17.1049,172.4499,,,9a6c95920a7a53dd,
concrete_0165.png,concrete,2.8334,196.6176,58.9735,252.1882,127.4511,127.5561,0.9992,0.0207,4.0071,187.4707,,,fa332b1d1bc00bd6,
concrete_0166.png,concrete,31.778,129.141,52.8181,235.522,127.2284,127.1927,1.0003,0.1353,13.9725,151.7203,,,856f1c99791c7b60,
concrete_0167.png,concrete,34.657,145.4441,54.4845,242.496,127.5101,127.4992,1.0001,0.0971,8.1538,169.9717,,,b57a3cd1b31448ba,
concrete_0168.png,concrete,8.0273,143.8808,57.1816,248.6376,127.1709,127.8491,0.9947,0.0495,4.0093,159.385,,,9f17d9494974520f,
concrete_0169.png,concrete,1.4703,103.8103,57.4168,248.5317,127.5,127.3563,1.0011,0.0486,12.7905,141.7698,,,facf10c973467344,
concrete_0170.png,concrete,14.9675,222.0308,59.8456,254.4158,127.7594,127.5618,1.0015,0.0038,8.7546,129.1301,,,a6e65ac6264ee591,
concrete_0171.png,concrete,4.1159,69.4292,55.8418,245.8181,127.1653,127.7746,0.9952,0.0715,3.5468,171.1216,,,c55867b537c8c8c5,
concrete_0172.png,concrete,20.6953,95.2885,60.0633,254.8155,128.9179,126.081,1.0225,0.0013,12.8292,123.8302,,,b8b415cc60797772,
concrete_0173.png,concrete,4.493,122.7544,56.293,246.6484,127.5811,127.3861,1.0015,0.0643,11.81,207.6631,,,d68307cd42b2f479,
concrete_0174.png,concrete,5.3846,108.4878,60.3037,254.376,126.3251,127.107,0.9938,0.0038,13.7932,119.4457,,,da1f887b6888b7a4,
concrete_0175.png,concrete,2.1082,116.5479,59.8595,250.1349,121.0122,131.1048,0.923,0.0227,7.5032,247.9613,,,9ce0c6b9558e9639,
concrete_0176.png,concrete,54.2598,103.6927,55.5757,244.9776,127.338,127.5934,0.998,0.0767,3.9003,166.4816,,,8f6e9174ad8e8711,
concrete_0177.png,concrete,3.9028,134.8477,56.9901,243.0346,127.4362,127.5862,0.9988,0.0666,9.3381,124.1514,,,9f6d20ac8496dd0f,
concrete_0178.png,concrete,15.8908,134.1438,59.3624,244.7413,127.3698,129.0078,0.9873,0.0316,4.6262,213.5027,,,f46a2fda2b0c7194,
concrete_0179.png,concrete,10.7991,132.8187,55.1968,233.3343,127.1922,127.1251,1.0005,0.1131,7.4527,120.5117,,,bdd36439606674e4,
concrete_0180.png,concrete,8.3931,178.375,54.3556,239.9251,127.3822,127.6711,0.9977,0.1065,12.3051,177.6255,,,b38613fd7a316886,
concrete_0181.png,concrete,6.4466,92.8918,58.8484,252.2177,127.1358,127.7788,0.995,0.0215,11.138,178.2272,,,b7043c9f656143e3,
concrete_0182.png,concrete,7.9313,138.7907,59.2662,253.1653,127.5035,127.5061,1.0,0.0142,27.4802,133.5462,,,a887b4d292b5c4dd,
concrete_0183.png,concrete,21.1372,90.7228,59.5874,227.2416,127.2807,126.8752,1.0032,0.0763,8.6385,236.4914,,,f3f072afcf400a07,
concrete_0184.png,concrete,4.4678,78.0955,54.4924,242.4537,127.451,127.4589,0.9999,0.0955,4.3295,170.7806,,,a9784b9e51991177,
concrete_0185.png,concrete,15.8826,103.4539,59.5841,253.93,127.5402,127.5693,0.9998,0.0083,0.9672,191.759,,,a8df5d4e91409dc9,
concrete_0186.png,concrete,13.028,88.2565,57.7384,248.7286,126.6397,126.9118,0.9979,0.0467,9.6969,196.4228,,,e1b5e200ef5c0f4e,
concrete_0187.png,concrete,7.2983,95.8426,58.0026,250.1413,126.6027,128.1626,0.9878,0.0369,12.2748,178.3938,,,b1eb7a34fe90f002,
concrete_0188.png,concrete,6.7608,95.7685,57.6302,249.7142,127.1795,128.1453,0.9925,0.0406,7.4732,185.7362,,,b841c89e2cf722fa,
concrete_0189.png,concrete,5.9476,80.8426,58.9844,252.5177,127.2923,127.6605,0.9971,0.0191,12.1533,172.9206,,,f90f79f0512554f0,
concrete_0190.png,concrete,27.0675,133.7011,58.9884,252.575,127.6,127.5327,1.0005,0.0184,2.7203,212.8865,,,a36be2aa411b6f61,
concrete_0191.png,concrete,37.3332,107.1166,53.6428,239.8543,127.3998,126.866,1.0042,0.1166,33.4975,209.8422,,,e18eb3bf68513388,
concrete_0192.png,concrete,34.888,69.2937,47.3497,224.1907,127.4004,126.9688,1.0034,0.2276,28.4612,170.9901,,,f0278f9f248bb407,
concrete_0193.png,concrete,15.6366,71.7906,57.3751,247.4993,127.4325,127.4157,1.0001,0.0508,9.1815,181.6084,,,91f4386a3a96963b,
concrete_0194.png,concrete,3.6998,118.8059,56.199,246.0431,127.5143,127.1773,1.0026,0.0685,2.8229,140.4854,,,85cb28145e662ebf,
concrete_0195.png,concrete,4.6115,109.8129,53.933,237.8105,127.3161,127.3654,0.9996,0.1153,9.644,131.2564,,,d868e892049dfcfc,
concrete_0196.png,concrete,8.231,126.4089,56.1503,244.5398,127.6555,127.4813,1.0014,0.0712,0.0,128.0,,,f2613304f1d7d31a,
concrete_0197.png,concrete,3.8395,141.8242,50.146,230.7693,127.4082,127.5352,0.999,0.1796,3.9358,148.1754,,,ed914940d9e4e96e,
concrete_0198.png,concrete,6.6353,100.2504,57.6217,249.3719,127.2948,127.6387,0.9973,0.0428,7.7736,182.2812,,,c10729583795f6da,
concrete_0199.png,concrete,9.0401,109.813,60.1843,253.8922,127.0351,126.4386,1.0047,0.0063,15.2772,116.5776,,,c654488dada9a9af,
concrete_0200.png,concrete,57.254,114.8228,52.0781,221.9381,127.5455,127.9435,0.9969,0.1801,9.9216,149.1345,,,f2a7549b2eaba481,
concrete_0201.png,concrete,38.7801,87.9012,52.5965,234.6122,127.3258,127.0035,1.0025,0.1463,12.5628,149.5215,,,b0e24a1352bdeaae,
concrete_0202.png,concrete,15.2791,117.2256,57.3675,249.1174,127.5743,127.5701,1.0,0.0455,5.3433,134.582,,,8f1f51f8f0f0d805,
concrete_0203.png,concrete,11.8854,124.2705,59.3534,252.7336,127.4731,127.5283,0.9996,0.0153,9.486,164.9974,,,a3a3314c5b785f1a,
concrete_0204.png,concrete,14.2661,173.659,54.4227,235.2241,126.9271,126.8964,1.0002,0.1185,2.9162,214.9225,,,d5953048c474be6f,
concrete_0205.png,concrete,10.4534,110.1323,59.9231,253.5629,127.8923,126.2642,1.0129,0.0085,24.7146,110.6144,,,ceb55a99866f4e04,
concrete_0206.png,concrete,14.7162,90.2354,50.9963,229.5251,127.51,127.5734,0.9995,0.1749,13.2481,128.1693,,,ad6341ba4a895abb,
concrete_0207.png,concrete,3.3388,163.6217,45.5685,223.0338,127.4341,127.5697,0.9989,0.2482,0.9565,115.8915,,,92cc5a38ad9ba457,
concrete_0208.png,concrete,26.9539,57.8286,56.0166,246.1223,127.5447,127.404,1.0011,0.0689,17.2412,200.8268,,,d811d9e8199bd81f,
concrete_0209.png,concrete,8.5326,108.1215,60.0688,253.7729,126.3629,127.1409,0.9939,0.0079,16.8202,117.033,,,cc3515cbb5844ab7,
concrete_0210.png,concrete,11.3375,110.3302,59.7035,253.8064,128.3987,126.819,1.0125,0.0074,19.505,115.3937,,,c46c6e606670f796,
