archivo,categoria,score,motivos,std_rgb,std_normal,media_azul,cociente_rg,desviacion_norma,std_rough,media_rough,confirmar_descarte
plaster_0076.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",15.28,54.86,241.5,0.999,0.098,0.0,255.0,si
plaster_0096.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0045.png (pHash dist ≤ 6)",44.78,54.78,242.38,1.0,0.094,0.0,255.0,si
plaster_0102.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0082.png (pHash dist ≤ 6)",35.67,54.44,241.23,1.0,0.102,0.0,255.0,si
plaster_0119.png,plaster,4,"Roughness completamente plano (std=0.80, media=255.0) | Near-duplicate de plaster_0089.png (pHash dist ≤ 6)",48.19,59.45,253.53,1.0,0.011,0.8,254.98,si
plaster_0123.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0122.png (pHash dist ≤ 6)",10.56,60.04,254.86,1.0,0.001,0.0,255.0,si
plaster_0131.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",38.39,55.42,242.84,1.0,0.086,0.0,255.0,si
plaster_0136.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",23.85,54.29,239.81,1.0,0.109,0.0,255.0,si
plaster_0147.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0137.png (pHash dist ≤ 6)",22.75,54.8,242.39,1.0,0.094,0.0,255.0,si
plaster_0149.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0081.png (pHash dist ≤ 6)",31.96,55.17,243.32,1.0,0.087,0.0,255.0,si
plaster_0160.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0115.png (pHash dist ≤ 6)",39.29,55.37,243.51,1.0,0.085,0.0,255.0,si
plaster_0161.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0045.png (pHash dist ≤ 6)",29.13,56.09,245.48,1.0,0.071,0.0,255.0,si
plaster_0164.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0074.png (pHash dist ≤ 6)",31.56,54.28,241.13,1.0,0.103,0.0,255.0,si
plaster_0166.png,plaster,4,"Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=59.3) | Roughness casi plano, posible válido (std=1.98, media=167.4)",2.12,59.26,253.01,1.0,0.015,1.98,167.4,no
plaster_0167.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0121.png (pHash dist ≤ 6)",12.69,54.65,242.08,1.0,0.096,0.0,255.0,si
plaster_0178.png,plaster,4,"Roughness completamente plano (std=0.01, media=255.0) | Near-duplicate de plaster_0121.png (pHash dist ≤ 6)",18.15,51.84,231.65,1.0,0.159,0.01,255.0,si
plaster_0181.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0137.png (pHash dist ≤ 6)",43.53,54.96,242.78,1.0,0.091,0.0,255.0,si
plaster_0196.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0082.png (pHash dist ≤ 6)",25.19,55.33,243.71,1.0,0.084,0.0,255.0,si
plaster_0202.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",32.4,54.88,242.63,1.0,0.092,0.0,255.0,si
plaster_0205.png,plaster,4,"Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=59.4) | Roughness casi plano, posible válido (std=1.86, media=166.4)",2.17,59.36,253.24,1.0,0.013,1.86,166.37,no
plaster_0228.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0137.png (pHash dist ≤ 6)",51.55,54.68,242.1,1.0,0.096,0.0,255.0,si
plaster_0233.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0015.png (pHash dist ≤ 6)",12.8,59.76,254.22,1.0,0.006,0.0,255.0,si
plaster_0246.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0036.png (pHash dist ≤ 6)",12.41,59.87,254.5,1.0,0.004,0.0,255.0,si
plaster_0258.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",36.31,54.21,240.99,1.0,0.104,0.0,255.0,si
plaster_0260.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0048.png (pHash dist ≤ 6)",34.6,55.37,243.79,1.0,0.084,0.0,255.0,si
stone_0020.png,stone,4,Canal Z del normal bajo (media_azul=130.3 < 160) | Vectores normales no unitarios (desv_norma=0.347),9.74,52.05,130.29,1.241,0.347,3.3,137.12,si
stone_0037.png,stone,4,"Albedo muerto (std_rgb=3.2) con relieve fuerte (std_normal=59.9) | Roughness casi plano, posible válido (std=1.59, media=234.3)",3.16,59.91,251.74,0.994,0.017,1.59,234.31,no
stone_0055.png,stone,4,"Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=55.7) | Roughness casi plano, posible válido (std=0.00, media=205.0)",2.65,55.72,249.22,0.831,0.032,0.0,205.0,si
stone_0064.png,stone,4,Canal Z del normal bajo (media_azul=130.2 < 160) | Vectores normales no unitarios (desv_norma=0.394),59.02,48.86,130.25,1.345,0.394,5.44,152.23,si
stone_0076.png,stone,4,Canal Z del normal bajo (media_azul=133.4 < 160) | Vectores normales no unitarios (desv_norma=0.427),19.98,45.74,133.35,0.766,0.427,11.22,168.22,si
stone_0175.png,stone,4,Canal Z del normal bajo (media_azul=131.5 < 160) | Vectores normales no unitarios (desv_norma=0.386),21.88,50.31,131.52,0.962,0.386,9.11,142.65,si
stone_0233.png,stone,4,Canal Z del normal bajo (media_azul=131.0 < 160) | Vectores normales no unitarios (desv_norma=0.349),15.66,52.69,131.02,1.323,0.349,5.0,148.03,si
stone_0258.png,stone,4,Canal Z del normal bajo (media_azul=131.4 < 160) | Vectores normales no unitarios (desv_norma=0.354),11.3,51.85,131.4,0.73,0.354,4.61,171.45,si
stone_0263.png,stone,4,"Albedo muerto (std_rgb=2.9) con relieve fuerte (std_normal=58.7) | Roughness casi plano, posible válido (std=1.47, media=234.5)",2.85,58.73,250.79,0.985,0.024,1.47,234.55,no
stone_0273.png,stone,4,"Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=59.0) | Roughness casi plano, posible válido (std=1.84, media=235.0)",3.75,58.97,251.33,1.008,0.018,1.84,234.99,no
stone_0292.png,stone,4,Canal Z del normal bajo (media_azul=129.8 < 160) | Vectores normales no unitarios (desv_norma=0.422),21.82,47.67,129.84,1.25,0.422,6.56,157.69,si
stone_0390.png,stone,4,Canal Z del normal bajo (media_azul=130.9 < 160) | Vectores normales no unitarios (desv_norma=0.369),15.71,51.25,130.89,0.767,0.369,5.77,130.54,si
stone_0394.png,stone,4,Canal Z del normal bajo (media_azul=130.1 < 160) | Vectores normales no unitarios (desv_norma=0.423),22.88,45.58,130.13,1.028,0.423,10.43,152.77,si
stone_0429.png,stone,4,Canal Z del normal bajo (media_azul=133.6 < 160) | Vectores normales no unitarios (desv_norma=0.419),19.69,48.17,133.6,0.97,0.419,10.87,171.13,si
stone_0431.png,stone,4,Canal Z del normal bajo (media_azul=132.1 < 160) | Vectores normales no unitarios (desv_norma=0.372),14.33,48.64,132.08,0.792,0.372,7.81,132.96,si
stone_0465.png,stone,4,"Albedo muerto (std_rgb=4.2) con relieve fuerte (std_normal=59.8) | Roughness casi plano, posible válido (std=2.08, media=234.0)",4.16,59.77,251.69,1.001,0.019,2.08,234.03,no
stone_0471.png,stone,4,"Albedo muerto (std_rgb=4.0) con relieve fuerte (std_normal=59.1) | Roughness casi plano, posible válido (std=1.99, media=234.5)",4.0,59.09,250.46,0.994,0.019,1.99,234.53,si
stone_0500.png,stone,4,"Albedo muerto (std_rgb=3.6) con relieve fuerte (std_normal=59.4) | Roughness casi plano, posible válido (std=2.33, media=234.4)",3.64,59.43,250.93,0.985,0.02,2.33,234.35,no
stone_0506.png,stone,4,Canal Z del normal bajo (media_azul=135.2 < 160) | Vectores normales no unitarios (desv_norma=0.349),14.9,51.29,135.23,1.258,0.349,7.61,192.21,si
stone_0574.png,stone,4,"Albedo muerto (std_rgb=1.8) con relieve fuerte (std_normal=54.4) | Roughness casi plano, posible válido (std=0.00, media=205.0)",1.75,54.37,249.2,1.173,0.032,0.0,205.0,si
stone_0623.png,stone,4,Canal Z del normal bajo (media_azul=130.7 < 160) | Vectores normales no unitarios (desv_norma=0.350),30.87,50.38,130.75,1.017,0.35,8.35,172.62,si
stone_0634.png,stone,4,Canal Z del normal bajo (media_azul=139.3 < 160) | Vectores normales no unitarios (desv_norma=0.501),11.05,38.71,139.32,0.927,0.501,5.37,179.87,si
stone_0649.png,stone,4,Canal Z del normal bajo (media_azul=132.4 < 160) | Vectores normales no unitarios (desv_norma=0.363),11.57,51.08,132.41,0.793,0.363,8.24,120.73,si
stone_0656.png,stone,4,"Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=59.4) | Roughness casi plano, posible válido (std=2.00, media=233.7)",3.9,59.39,250.91,1.012,0.023,2.0,233.7,no
stone_0659.png,stone,4,Canal Z del normal bajo (media_azul=134.5 < 160) | Vectores normales no unitarios (desv_norma=0.364),17.49,49.26,134.45,0.793,0.364,8.65,183.78,si
stone_0666.png,stone,4,"Albedo muerto (std_rgb=3.6) con relieve fuerte (std_normal=59.3) | Roughness casi plano, posible válido (std=1.78, media=235.2)",3.57,59.32,250.82,1.016,0.021,1.78,235.25,no
stone_0713.png,stone,4,Canal Z del normal bajo (media_azul=130.3 < 160) | Vectores normales no unitarios (desv_norma=0.366),7.46,51.28,130.29,0.93,0.366,6.39,153.72,si
stone_0745.png,stone,4,"Albedo muerto (std_rgb=3.1) con relieve fuerte (std_normal=59.5) | Roughness casi plano, posible válido (std=1.56, media=234.9)",3.06,59.47,251.5,0.985,0.02,1.56,234.87,no
stone_0787.png,stone,4,"Albedo muerto (std_rgb=0.3) con relieve fuerte (std_normal=51.3) | Roughness casi plano, posible válido (std=0.00, media=205.0)",0.31,51.29,249.23,1.001,0.03,0.0,205.0,si
stone_0798.png,stone,4,Canal Z del normal bajo (media_azul=135.8 < 160) | Vectores normales no unitarios (desv_norma=0.368),17.73,48.51,135.84,1.017,0.368,9.63,154.83,si
wood_0271.png,wood,4,Canal Z del normal bajo (media_azul=150.8 < 160) | Vectores normales no unitarios (desv_norma=0.309),46.01,52.48,150.83,1.0,0.309,5.07,14.48,si
wood_0279.png,wood,4,Canal Z del normal bajo (media_azul=149.7 < 160) | Vectores normales no unitarios (desv_norma=0.549),19.54,35.24,149.73,1.004,0.549,6.01,200.66,si
wood_0285.png,wood,4,Canal Z del normal bajo (media_azul=151.8 < 160) | Vectores normales no unitarios (desv_norma=0.521),39.89,37.08,151.85,0.999,0.521,4.65,43.29,si
wood_0307.png,wood,4,Canal Z del normal bajo (media_azul=158.6 < 160) | Vectores normales no unitarios (desv_norma=0.364),46.72,47.85,158.57,0.998,0.364,3.25,213.22,si
wood_0551.png,wood,4,Canal Z del normal bajo (media_azul=153.2 < 160) | Vectores normales no unitarios (desv_norma=0.487),39.0,39.31,153.2,0.995,0.487,5.24,31.49,si
wood_0588.png,wood,4,"Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=59.8) | Roughness casi plano, posible válido (std=0.87, media=163.4)",3.93,59.8,254.13,0.972,0.007,0.87,163.41,no
ceramic_0002.png,ceramic,3,Albedo muerto (std_rgb=4.3) con relieve fuerte (std_normal=59.1),4.26,59.08,251.81,1.009,0.023,12.27,83.77,si
ceramic_0044.png,ceramic,3,Albedo muerto (std_rgb=0.9) con relieve fuerte (std_normal=59.5),0.94,59.46,252.44,0.999,0.017,36.72,83.63,no
ceramic_0048.png,ceramic,3,Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=59.5),3.52,59.55,253.9,1.0,0.007,6.33,103.81,no
ceramic_0054.png,ceramic,3,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=56.1),0.0,56.07,240.98,1.005,0.087,2.91,129.62,si
ceramic_0076.png,ceramic,3,"Roughness casi plano, posible válido (std=0.85, media=124.1) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",11.69,60.05,254.81,0.992,0.001,0.85,124.1,si
ceramic_0122.png,ceramic,3,Albedo muerto (std_rgb=3.4) con relieve fuerte (std_normal=59.7),3.44,59.69,252.85,1.006,0.014,5.24,70.98,no
ceramic_0123.png,ceramic,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=62.0),2.73,62.04,233.27,1.0,0.036,4.54,182.53,no
ceramic_0144.png,ceramic,3,Albedo muerto (std_rgb=1.5) con relieve fuerte (std_normal=59.6),1.48,59.6,253.37,1.0,0.013,4.2,93.13,no
ceramic_0166.png,ceramic,3,Albedo muerto (std_rgb=1.0) con relieve fuerte (std_normal=59.7),0.95,59.65,252.89,0.997,0.013,32.45,101.85,no
ceramic_0180.png,ceramic,3,Albedo muerto (std_rgb=4.5) con relieve fuerte (std_normal=60.1),4.45,60.08,254.95,0.992,0.0,1.83,165.98,no
ceramic_0194.png,ceramic,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=60.1),4.68,60.08,254.95,0.992,0.0,1.7,155.51,no
ceramic_0223.png,ceramic,3,Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=60.1),3.94,60.08,254.94,0.992,0.001,3.74,149.97,no
ceramic_0225.png,ceramic,3,Albedo muerto (std_rgb=1.7) con relieve fuerte (std_normal=59.4),1.7,59.35,251.93,1.009,0.019,3.46,35.82,no
ceramic_0263.png,ceramic,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=64.6),4.65,64.62,228.63,0.998,0.012,2.28,130.0,no
ceramic_0276.png,ceramic,3,Albedo muerto (std_rgb=4.8) con relieve fuerte (std_normal=60.1),4.82,60.09,254.96,0.992,0.0,2.0,127.23,no
ceramic_0296.png,ceramic,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=57.3),2.59,57.3,248.77,1.005,0.049,2.39,153.62,no
ceramic_0298.png,ceramic,3,Albedo muerto (std_rgb=3.3) con relieve fuerte (std_normal=59.2),3.3,59.19,250.22,0.999,0.023,59.42,35.95,no
ceramic_0314.png,ceramic,3,Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=56.8),3.54,56.81,241.06,0.999,0.078,4.5,200.28,no
ceramic_0319.png,ceramic,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=59.6),2.57,59.6,253.37,1.0,0.013,4.2,93.13,no
ceramic_0326.png,ceramic,3,"Roughness casi plano, posible válido (std=1.01, media=123.5) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",55.31,60.05,254.81,0.992,0.001,1.01,123.55,si
ceramic_0329.png,ceramic,3,"Roughness casi plano, posible válido (std=0.88, media=124.3) | Near-duplicate de ceramic_0303.png (pHash dist ≤ 6)",79.94,60.05,254.81,0.992,0.001,0.88,124.33,si
ceramic_0338.png,ceramic,3,Albedo muerto (std_rgb=4.5) con relieve fuerte (std_normal=60.1),4.52,60.08,254.95,0.992,0.0,2.37,135.33,no
ceramic_0344.png,ceramic,3,"Roughness casi plano, posible válido (std=1.03, media=123.7) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",64.17,60.05,254.81,0.992,0.001,1.03,123.69,si
ceramic_0362.png,ceramic,3,Albedo muerto (std_rgb=3.2) con relieve fuerte (std_normal=60.1),3.2,60.08,254.94,0.992,0.001,2.02,156.12,no
ceramic_0392.png,ceramic,3,Albedo muerto (std_rgb=4.6) con relieve fuerte (std_normal=59.5),4.56,59.5,251.72,1.006,0.018,10.84,65.33,no
ceramic_0445.png,ceramic,3,"Roughness casi plano, posible válido (std=1.28, media=118.9) | Near-duplicate de ceramic_0303.png (pHash dist ≤ 6)",77.6,60.05,254.81,1.008,0.001,1.28,118.86,si
ceramic_0474.png,ceramic,3,"Roughness casi plano, posible válido (std=1.15, media=120.7) | Near-duplicate de ceramic_0303.png (pHash dist ≤ 6)",78.92,60.05,254.81,1.008,0.001,1.15,120.65,si
ceramic_0476.png,ceramic,3,Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=60.1),3.89,60.08,254.94,0.992,0.001,3.12,148.37,no
ceramic_0501.png,ceramic,3,Albedo muerto (std_rgb=1.3) con relieve fuerte (std_normal=58.4),1.32,58.42,247.53,1.008,0.043,9.1,69.19,no
concrete_0002.png,concrete,3,Albedo muerto (std_rgb=4.8) con relieve fuerte (std_normal=57.6),4.81,57.65,249.09,1.0,0.043,5.68,167.47,no
concrete_0007.png,concrete,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=57.3),2.68,57.35,248.6,1.0,0.048,3.18,124.13,no
concrete_0017.png,concrete,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=50.2),2.69,50.17,232.96,0.998,0.17,3.3,153.94,no
concrete_0030.png,concrete,3,Albedo muerto (std_rgb=4.3) con relieve fuerte (std_normal=53.3),4.3,53.33,240.26,1.0,0.114,3.93,180.17,no
concrete_0032.png,concrete,3,Albedo muerto (std_rgb=2.0) con relieve fuerte (std_normal=61.6),2.03,61.64,250.0,0.943,0.022,14.23,245.92,si
concrete_0047.png,concrete,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=54.5),4.71,54.49,242.45,1.0,0.096,5.92,144.47,no
concrete_0087.png,concrete,3,Albedo muerto (std_rgb=1.9) con relieve fuerte (std_normal=59.1),1.94,59.11,249.79,0.906,0.021,7.54,246.09,si
concrete_0091.png,concrete,3,Albedo muerto (std_rgb=4.3) con relieve fuerte (std_normal=58.1),4.28,58.12,250.32,1.0,0.034,5.34,169.11,no
concrete_0099.png,concrete,3,Albedo muerto (std_rgb=4.4) con relieve fuerte (std_normal=55.7),4.38,55.66,245.1,1.002,0.076,11.06,206.7,no
concrete_0103.png,concrete,3,Albedo muerto (std_rgb=4.6) con relieve fuerte (std_normal=55.8),4.6,55.84,245.82,0.995,0.071,6.48,111.84,no
concrete_0109.png,concrete,3,Albedo muerto (std_rgb=4.1) con relieve fuerte (std_normal=55.3),4.12,55.27,238.06,1.001,0.099,11.08,123.12,no
concrete_0126.png,concrete,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=55.0),2.64,55.01,242.57,1.0,0.091,3.72,121.0,no
concrete_0138.png,concrete,3,Albedo muerto (std_rgb=1.7) con relieve fuerte (std_normal=57.9),1.67,57.94,246.77,1.006,0.046,7.3,142.08,si
concrete_0155.png,concrete,3,Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=55.3),3.82,55.34,244.54,1.002,0.081,4.33,252.28,no
concrete_0165.png,concrete,3,Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=59.0),2.83,58.97,252.19,0.999,0.021,4.01,187.47,no
concrete_0169.png,concrete,3,Albedo muerto (std_rgb=1.5) con relieve fuerte (std_normal=57.4),1.47,57.42,248.53,1.001,0.049,12.79,141.77,no
concrete_0171.png,concrete,3,Albedo muerto (std_rgb=4.1) con relieve fuerte (std_normal=55.8),4.12,55.84,245.82,0.995,0.071,3.55,171.12,no
concrete_0173.png,concrete,3,Albedo muerto (std_rgb=4.5) con relieve fuerte (std_normal=56.3),4.49,56.29,246.65,1.002,0.064,11.81,207.66,no
concrete_0175.png,concrete,3,Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=59.9),2.11,59.86,250.13,0.923,0.023,7.5,247.96,si
concrete_0177.png,concrete,3,Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=57.0),3.9,56.99,243.03,0.999,0.067,9.34,124.15,no
concrete_0184.png,concrete,3,Albedo muerto (std_rgb=4.5) con relieve fuerte (std_normal=54.5),4.47,54.49,242.45,1.0,0.096,4.33,170.78,no
concrete_0194.png,concrete,3,Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=56.2),3.7,56.2,246.04,1.003,0.069,2.82,140.49,no
concrete_0195.png,concrete,3,Albedo muerto (std_rgb=4.6) con relieve fuerte (std_normal=53.9),4.61,53.93,237.81,1.0,0.115,9.64,131.26,no
concrete_0197.png,concrete,3,Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=50.1),3.84,50.15,230.77,0.999,0.18,3.94,148.18,no
concrete_0220.png,concrete,3,Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=58.0),2.2,57.96,251.08,0.97,0.021,8.8,247.29,si
concrete_0244.png,concrete,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=55.6),4.74,55.64,245.33,1.002,0.075,10.8,207.11,no
concrete_0265.png,concrete,3,Albedo muerto (std_rgb=2.9) con relieve fuerte (std_normal=58.9),2.85,58.85,252.39,1.001,0.02,4.97,138.01,no
concrete_0270.png,concrete,3,Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=58.5),2.82,58.51,251.82,0.983,0.018,9.99,247.95,si
concrete_0277.png,concrete,3,Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=57.4),3.68,57.43,249.29,0.994,0.045,3.16,161.45,no
ground_0007.png,ground,3,Albedo muerto (std_rgb=4.6) con relieve fuerte (std_normal=60.1),4.56,60.07,252.09,1.002,0.012,106.05,87.18,si
ground_0019.png,ground,3,Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=60.1),3.5,60.13,253.73,0.988,0.006,26.18,181.6,si
ground_0035.png,ground,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=58.7),2.59,58.74,250.62,0.994,0.02,18.2,221.13,si
ground_0036.png,ground,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=60.0),2.65,59.96,243.6,0.987,0.032,22.13,199.5,si
ground_0043.png,ground,3,Albedo muerto (std_rgb=4.1) con relieve fuerte (std_normal=57.1),4.09,57.15,232.14,1.01,0.095,67.7,132.6,si
ground_0048.png,ground,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=60.2),2.58,60.2,241.44,0.994,0.04,22.77,232.05,si
ground_0063.png,ground,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=60.4),4.7,60.37,253.53,1.002,0.005,108.29,118.92,si
ground_0069.png,ground,3,Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=59.9),2.79,59.92,248.21,1.016,0.02,32.25,217.4,si
ground_0088.png,ground,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=59.1),2.73,59.07,242.54,0.989,0.04,4.91,215.02,si
ground_0091.png,ground,3,Albedo muerto (std_rgb=4.1) con relieve fuerte (std_normal=59.2),4.12,59.22,245.9,1.002,0.032,86.69,187.89,si
ground_0105.png,ground,3,Albedo muerto (std_rgb=4.7) con relieve fuerte (std_normal=59.6),4.72,59.56,253.62,1.013,0.005,30.69,181.96,si
ground_0145.png,ground,3,Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=55.7),2.75,55.69,232.16,1.01,0.111,32.06,174.52,si
ground_0153.png,ground,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=53.6),2.56,53.58,228.38,1.002,0.14,18.24,225.62,si
ground_0165.png,ground,3,Albedo muerto (std_rgb=3.4) con relieve fuerte (std_normal=59.8),3.35,59.76,247.74,1.002,0.025,63.7,150.63,si
ground_0171.png,ground,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=55.0),2.62,55.04,223.14,0.993,0.138,21.7,212.51,si
ground_0184.png,ground,3,Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=54.2),3.53,54.18,230.01,0.993,0.129,22.43,172.03,si
ground_0201.png,ground,3,Albedo muerto (std_rgb=3.3) con relieve fuerte (std_normal=56.6),3.27,56.57,228.22,0.984,0.112,13.15,196.98,si
ground_0204.png,ground,3,Albedo muerto (std_rgb=4.0) con relieve fuerte (std_normal=59.2),4.02,59.24,253.53,0.999,0.007,23.98,179.9,si
ground_0211.png,ground,3,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=56.7),2.63,56.69,237.58,0.985,0.082,7.6,208.9,si
ground_0213.png,ground,3,Albedo muerto (std_rgb=2.9) con relieve fuerte (std_normal=57.6),2.94,57.56,223.64,0.99,0.106,9.34,205.69,si
ground_0219.png,ground,3,Albedo muerto (std_rgb=2.5) con relieve fuerte (std_normal=59.8),2.53,59.82,250.6,1.016,0.015,20.44,195.8,si
ground_0232.png,ground,3,Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=56.8),2.8,56.84,226.08,1.01,0.109,43.03,188.35,si
ground_0238.png,ground,3,Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=59.9),3.68,59.85,253.69,0.979,0.006,22.25,182.06,si
ground_0247.png,ground,3,Albedo muerto (std_rgb=4.0) con relieve fuerte (std_normal=60.1),3.99,60.13,253.67,1.013,0.006,22.11,183.02,si
ground_0251.png,ground,3,Albedo muerto (std_rgb=4.2) con relieve fuerte (std_normal=60.4),4.15,60.36,253.67,1.033,0.005,31.72,181.34,si
marble_0006.png,marble,3,Albedo muerto (std_rgb=2.4) con relieve fuerte (std_normal=59.7),2.37,59.74,254.0,1.006,0.008,3.23,67.7,no
marble_0025.png,marble,3,Albedo muerto (std_rgb=4.0) con relieve fuerte (std_normal=59.7),3.96,59.74,254.0,1.006,0.008,3.2,67.71,no
marble_0071.png,marble,3,Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=59.6),2.1,59.58,254.0,1.0,0.008,8.13,94.48,no
metal_0098.png,metal,3,Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=60.1),2.08,60.06,254.99,0.986,0.0,10.84,32.14,no
metal_0162.png,metal,3,Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=59.8),3.77,59.85,255.0,0.999,0.0,6.42,6.29,no
metal_0164.png,metal,3,Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=60.4),3.76,60.35,255.0,0.998,0.0,6.7,6.6,no
metal_0169.png,metal,3,Albedo muerto (std_rgb=1.5) con relieve fuerte (std_normal=58.6),1.52,58.58,250.18,1.015,0.033,3.49,46.4,no
metal_0204.png,metal,3,Albedo muerto (std_rgb=2.0) con relieve fuerte (std_normal=61.1),2.02,61.05,245.55,1.007,0.016,3.36,72.93,si
metal_0208.png,metal,3,Albedo muerto (std_rgb=3.4) con relieve fuerte (std_normal=59.2),3.43,59.17,250.66,1.006,0.024,2.71,153.81,no
metal_0250.png,metal,3,"Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de metal_0072.png (pHash dist ≤ 6)",41.04,59.6,254.0,1.0,0.008,0.73,30.23,si
metal_0279.png,metal,3,"Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",42.43,59.87,255.0,1.0,0.0,1.01,47.8,si
metal_0355.png,metal,3,"Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de metal_0065.png (pHash dist ≤ 6)",8.91,60.29,254.89,1.0,0.002,8.23,61.45,si
metal_0356.png,metal,3,"Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",14.77,59.87,255.0,1.0,0.0,1.01,47.8,si
